0 0.000 86516003 86913903.500
1 53.110 86516003 86649516.750
2 106.353 86490936 86791019.000
3 159.219 86226739 86369459.250
4 212.250 86090861 86300925.250
5 265.532 86081070 87081150.500
6 318.569 86049059 86657235.125
7 371.814 86039117 86495184.500
8 424.613 86027872 86453727.250
9 477.650 85787013 86883001.500
10 530.759 85781849 86407550.750
11 584.023 85763966 86180801.000
