0 0.000 25573 0 29680.627 0.000
1 0.013 25573 0 27718.593 0.000
2 0.027 25113 0 26707.670 0.000
3 0.039 24845 0 25920.740 0.000
4 0.053 23747 0 25081.503 0.000
5 0.066 23230 0 24291.807 0.000
6 0.079 22708 0 23635.597 0.000
7 0.092 21983 0 22978.317 0.000
8 0.105 21309 0 22395.900 0.000
9 0.118 21157 0 21745.600 0.000
10 0.131 19119 0 21121.490 0.000
11 0.143 18853 0 20531.833 0.000
12 0.156 17607 0 20011.623 0.000
13 0.168 17591 0 19595.380 0.000
14 0.181 17489 0 19276.413 0.000
15 0.194 17149 0 18841.327 0.000
16 0.206 16869 0 18285.827 0.000
17 0.218 16451 0 17855.613 0.000
18 0.231 16302 0 17516.390 0.000
19 0.243 16234 0 17112.610 0.000
20 0.256 15673 0 16780.037 0.000
21 0.268 15068 0 16408.827 0.000
22 0.280 14987 0 16109.420 0.000
23 0.293 14823 0 15817.647 0.000
24 0.305 14701 0 15525.653 0.000
25 0.317 14561 0 15189.560 0.000
26 0.329 14324 0 14965.703 0.000
27 0.342 14109 0 14759.450 0.000
28 0.354 14056 0 14551.247 0.000
29 0.366 13728 0 14329.410 0.000
30 0.378 13425 0 14100.770 0.000
31 0.390 13260 0 13916.310 0.000
32 0.402 13231 0 13664.033 0.000
33 0.414 12707 0 13445.673 0.000
34 0.426 12661 0 13262.023 0.000
35 0.438 12553 0 13075.853 0.000
36 0.450 12506 0 12903.877 0.000
37 0.462 11976 0 12702.677 0.000
38 0.474 11727 0 12532.947 0.000
39 0.486 11699 0 12333.240 0.000
40 0.498 11649 0 12144.497 0.000
41 0.510 11605 0 11968.483 0.000
42 0.523 11327 0 11806.377 0.000
43 0.534 11207 0 11602.793 0.000
44 0.546 10374 0 11431.877 0.000
45 0.558 10372 0 11250.303 0.000
46 0.571 10362 0 11097.683 0.000
47 0.582 10194 0 10959.780 0.000
48 0.594 10174 0 10839.933 0.000
49 0.606 9893 0 10649.247 0.000
50 0.618 9629 0 10485.217 0.000
51 0.630 9528 0 10343.230 0.000
52 0.642 9448 0 10185.860 0.000
53 0.654 9375 0 10076.397 0.000
54 0.666 9335 0 9957.393 0.000
55 0.677 9335 0 9836.443 0.000
56 0.689 9335 0 9716.913 0.000
57 0.701 8976 0 9584.250 0.000
58 0.713 8904 0 9476.657 0.000
59 0.725 8565 0 9380.433 0.000
60 0.737 8501 0 9293.063 0.000
61 0.749 8501 0 9238.043 0.000
62 0.760 8501 0 9149.953 0.000
63 0.772 8501 0 9101.993 0.000
