138 12.899 8623 0 10661.658 9918.485 10637.335 11477.800 20.923 13.325 21.605 26.475
139 12.988 8623 0 10656.279 9903.020 10634.642 11474.450 20.918 13.040 21.500 27.050
140 13.078 8623 0 10640.831 9882.740 10615.587 11474.655 20.508 12.600 21.075 26.715
141 13.168 8623 0 10628.467 9859.560 10595.720 11495.615 20.071 12.395 20.465 26.565
142 13.258 8623 0 10633.635 9831.385 10601.012 11533.755 20.007 12.085 20.592 26.175
143 13.348 8623 0 10603.931 9811.970 10575.895 11480.000 19.747 11.940 20.360 25.715
144 13.438 8623 0 10608.766 9783.965 10574.997 11534.875 19.616 11.600 20.127 26.100
145 13.527 8606 0 10574.181 9770.160 10548.108 11456.420 19.128 11.780 19.635 24.955
146 13.617 8606 0 10531.330 9737.555 10526.975 11338.170 19.061 11.510 19.633 24.895
147 13.707 8606 0 10519.045 9701.250 10500.990 11391.005 18.954 11.070 19.362 25.615
148 13.802 8606 0 10452.670 9664.065 10421.765 11333.990 18.274 10.525 18.573 25.125
149 13.892 8596 0 10426.108 9627.440 10396.117 11314.750 17.753 10.880 18.083 23.635
150 13.982 8596 0 10391.926 9599.110 10360.703 11278.410 17.526 11.205 17.585 23.670
151 14.071 8596 0 10376.555 9556.365 10361.990 11240.440 17.418 11.050 17.583 23.290
152 14.161 8440 0 10343.521 9530.165 10318.198 11232.845 17.453 11.280 17.685 22.930
153 14.251 8440 0 10325.228 9501.750 10298.190 11229.820 17.675 10.910 17.728 24.280
154 14.340 8440 0 10284.707 9469.245 10254.042 11192.165 17.381 10.500 17.378 24.270
155 14.429 8440 0 10260.649 9440.590 10229.088 11175.390 17.014 10.280 17.268 22.985
156 14.524 8440 0 10252.675 9429.435 10213.493 11193.460 16.980 10.265 17.240 22.915
157 14.614 8440 0 10246.722 9413.170 10213.465 11180.045 17.145 10.085 17.228 23.955
158 14.703 8440 0 10203.736 9378.260 10177.925 11106.645 16.678 9.740 16.940 22.830
159 14.793 8440 0 10168.484 9343.220 10129.805 11109.785 16.383 9.250 16.722 22.500
160 14.882 8440 0 10102.516 9317.000 10047.903 11051.870 15.764 9.115 15.815 22.260
161 14.971 8440 0 10060.255 9307.365 10019.078 10936.675 15.255 8.885 15.373 21.270
162 15.060 8440 0 10046.081 9274.790 9991.893 10979.935 15.068 8.610 15.215 21.085
163 15.149 8440 0 10007.310 9254.290 9954.955 10917.395 14.553 8.290 14.892 19.800
164 15.239 8440 0 10002.909 9243.100 9951.308 10917.520 14.418 8.465 14.593 19.845
