0 0.000 31429 0 33894.443 0.000
1 0.368 31429 0 32863.907 0.000
2 0.731 31052 0 32161.447 0.000
3 1.092 30357 0 31617.993 0.000
4 1.458 30174 0 31151.203 0.000
5 1.816 29974 0 30647.040 0.000
6 2.195 28967 0 30238.287 0.000
7 2.551 28967 0 29887.190 0.000
8 2.907 28749 0 29589.073 0.000
9 3.263 28671 0 29354.593 0.000
10 3.617 28271 0 29101.550 0.000
11 3.971 28217 0 28821.980 0.000
12 4.325 27950 0 28560.617 0.000
13 4.679 27767 0 28302.200 0.000
14 5.032 26395 0 28082.693 0.000
15 5.387 26294 0 27833.523 0.000
16 5.740 26191 0 27576.523 0.000
17 6.094 26080 0 27461.843 0.000
18 6.446 26071 0 27303.563 0.000
19 6.799 25872 0 27070.767 0.000
20 7.151 25801 0 26876.773 0.000
21 7.502 25784 0 26704.140 0.000
22 7.853 25770 0 26535.623 0.000
23 8.204 25724 0 26379.297 0.000
24 8.555 25317 0 26238.253 0.000
25 8.905 25304 0 26125.160 0.000
26 9.256 25284 0 25984.713 0.000
27 9.607 25101 0 25825.450 0.000
28 9.957 25085 0 25670.010 0.000
29 10.309 24699 0 25508.330 0.000
30 10.659 24669 0 25333.730 0.000
31 11.008 24669 0 25169.257 0.000
32 11.357 24556 0 24989.823 0.000
33 11.713 24335 0 24798.793 0.000
34 12.062 24244 0 24681.703 0.000
35 12.412 24141 0 24516.503 0.000
36 12.762 23976 0 24392.103 0.000
37 13.110 23939 0 24238.507 0.000
38 13.461 23506 0 24130.977 0.000
39 13.820 23211 0 23984.917 0.000
40 14.176 23180 0 23868.143 0.000
41 14.526 23167 0 23716.113 0.000
42 14.878 22987 0 23570.077 0.000
43 15.229 22924 0 23448.747 0.000
44 15.588 22719 0 23329.993 0.000
45 15.944 22594 0 23221.597 0.000
46 16.303 22594 0 23117.207 0.000
47 16.653 22553 0 23013.470 0.000
48 17.004 22415 0 22897.303 0.000
49 17.354 22363 0 22771.703 0.000
50 17.705 22054 0 22692.883 0.000
51 18.052 22054 0 22580.333 0.000
52 18.399 21990 0 22473.143 0.000
53 18.744 21845 0 22389.423 0.000
54 19.089 21839 0 22317.597 0.000
55 19.434 21824 0 22243.413 0.000
56 19.781 21805 0 22161.763 0.000
57 20.126 21631 0 22102.807 0.000
58 20.476 21462 0 22024.007 0.000
59 20.826 21462 0 21937.937 0.000
60 21.182 21462 0 21847.190 0.000
61 21.532 21067 0 21745.947 0.000
62 21.891 20975 0 21651.760 0.000
63 22.238 20820 0 21553.550 0.000
64 22.582 20499 0 21453.660 0.000
65 22.926 20296 0 21369.353 0.000
66 23.268 20286 0 21305.733 0.000
67 23.612 20185 0 21222.450 0.000
68 23.958 20173 0 21136.330 0.000
69 24.310 20161 0 21046.380 0.000
70 24.659 20156 0 20965.983 0.000
71 25.006 20156 0 20897.283 0.000
72 25.365 20156 0 20830.877 0.000
73 25.717 20156 0 20752.627 0.000
74 26.070 20106 0 20682.937 0.000
75 26.417 20048 0 20580.617 0.000
76 26.763 20036 0 20501.653 0.000
77 27.106 19902 0 20412.007 0.000
78 27.451 19657 0 20326.730 0.000
79 27.798 19599 0 20259.933 0.000
80 28.159 19599 0 20175.020 0.000
81 28.510 19505 0 20093.887 0.000
82 28.853 19449 0 19992.540 0.000
83 29.202 19264 0 19920.223 0.000
84 29.547 19237 0 19841.183 0.000
85 29.891 19091 0 19756.857 0.000
86 30.236 19091 0 19704.500 0.000
87 30.583 19091 0 19607.433 0.000
88 30.931 18930 0 19526.343 0.000
89 31.279 18879 0 19421.277 0.000
90 31.633 18771 0 19327.823 0.000
91 31.980 18703 0 19207.087 0.000
92 32.330 18702 0 19147.053 0.000
93 32.675 18506 0 19012.123 0.000
94 33.020 18195 0 18907.600 0.000
95 33.365 18085 0 18796.840 0.000
96 33.711 18066 0 18714.643 0.000
97 34.054 18066 0 18607.110 0.000
98 34.397 18066 0 18524.577 0.000
99 34.745 18051 0 18442.707 0.000
100 35.099 18003 0 18349.313 0.000
101 35.445 17912 0 18254.400 0.000
102 35.790 17344 0 18163.513 0.000
103 36.132 17316 0 18072.977 0.000
104 36.481 17255 0 17995.510 0.000
105 36.823 17141 0 17915.543 0.000
106 37.166 17137 0 17860.863 0.000
107 37.512 17123 0 17777.973 0.000
108 37.856 17106 0 17707.997 0.000
109 38.202 17067 0 17632.877 0.000
110 38.544 17036 0 17576.107 0.000
111 38.897 17026 0 17521.980 0.000
112 39.250 16998 0 17460.920 0.000
113 39.599 16952 0 17398.110 0.000
114 39.947 16813 0 17324.467 0.000
115 40.304 16781 0 17263.600 0.000
116 40.651 16758 0 17197.857 0.000
117 40.997 16738 0 17148.990 0.000
118 41.342 16660 0 17105.130 0.000
119 41.689 16598 0 17052.757 0.000
120 42.040 16547 0 16998.347 0.000
121 42.384 16515 0 16954.070 0.000
122 42.731 16475 0 16915.950 0.000
123 43.070 16461 0 16866.317 0.000
124 43.412 16306 0 16820.847 0.000
125 43.756 16270 0 16769.783 0.000
126 44.101 16260 0 16726.827 0.000
127 44.446 16252 0 16692.383 0.000
128 44.785 16224 0 16641.780 0.000
129 45.126 16180 0 16584.417 0.000
130 45.472 16041 0 16559.607 0.000
131 45.817 15983 0 16520.467 0.000
132 46.161 15924 0 16481.957 0.000
133 46.507 15910 0 16436.053 0.000
134 46.851 15821 0 16384.967 0.000
135 47.193 15807 0 16354.583 0.000
136 47.541 15760 0 16309.923 0.000
137 47.888 15751 0 16276.950 0.000
138 48.232 15751 0 16260.390 0.000
139 48.574 15742 0 16215.403 0.000
140 48.911 15699 0 16197.330 0.000
141 49.248 15696 0 16136.390 0.000
142 49.585 15511 0 16084.577 0.000
143 49.923 15507 0 16050.897 0.000
144 50.261 15457 0 16032.467 0.000
